	Reported Trait	Trait Label	Trait Ontology id	PMID	COHORT	N	Ancestry	Classification	Notes	rv_idx
237	Heel bone mineral density bmd t score automated (78)	heel bone mineral density	EFO:0009270	34662886	UKB	246183.29411764705	EUR	Population Q	Separate File	2448
231	3147_heel_quantitative_ultrasound_index_qui_direct_entry_inst_mean__rint measurement	calcaneal bone quantitative ultrasound measurement	EFO:0007772	34662886	UKB	246183.29411764705	EUR	Population Q	Separate File	2442
227	Heel bone mineral density bmd (3148)	heel bone mineral density	EFO:0009270	34662886	UKB	246070.29411764705	EUR	Population Q	Separate File	2438
236	3148_heel_bone_mineral_density_bmd_inst_mean__rint	heel bone mineral density	EFO:0009270	34662886	UKB	246070.29411764705	EUR	Population Q	Separate File	2447
161	Ever used hormone replacement therapy hrt - yes (2814)	hormone replacement therapy	EFO:0003961	34662886	UKB	233003.0	EUR	Population CC	Separate File	1903
135	Bilateral oophorectomy both ovaries removed - yes (2834)	bilateral oophorectomy	EFO:0009717	34662886	UKB	230512.0	EUR	Population CC	Separate File	1581
318	Icd10 c54.1: malignant neoplasm of endometrium	endometrium neoplasm	MONDO:0021251	34662886	UKB	228786.0	EUR	Population CC	Separate File	2653
346	Vte composite cc (rgc)	composite lymphoma	EFO:0007215	34662886	UKB	225913.0	EUR	Population CC	Separate File	2822
139	Icd10 c56: malignant neoplasm of ovary	ovarian neoplasm	EFO:0003893	34662886	UKB	211652.0	EUR	Population CC	Separate File	1585
125	Icd10 c50.9: malignant neoplasm of breast of unspecified site	breast neoplasm	EFO:0003869	34662886	UKB	211333.42307692306	EUR	Population CC	Separate File	1416
126	Icd10 c50: malignant neoplasm of breast	breast neoplasm	EFO:0003869	34662886	UKB	210570.22222222222	EUR	Population CC	Separate File	1417
138	Ever had hysterectomy womb removed - yes (3591)	hysterectomy	EFO:0003881	34662886	UKB	207093.0	EUR	Population CC	Separate File	1584
182	Coffee consumed - yes (100240)	coffee consumption	EFO:0004330	34662886	UKB	185644.0	EUR	Population CC	Separate File	2068
192	Pulse rate (4194)	heart rate	EFO:0004326	34662886	UKB	173082.0	EUR	Population Q	Separate File	2251
235	Heel quantitative ultrasound index qui direct entry right (4123) measurement	calcaneal bone quantitative ultrasound measurement	EFO:0007772	34662886	UKB	166139.7142857143	EUR	Population Q	Separate File	2446
234	Heel bone mineral density bmd t score automated right (4125)	heel bone mineral density	EFO:0009270	34662886	UKB	166139.7142857143	EUR	Population Q	Separate File	2445
229	4125_heel_bone_mineral_density_bmd_t_score_automated_right_inst_mean__rint	heel bone mineral density	EFO:0009270	34662886	UKB	166139.7142857143	EUR	Population Q	Separate File	2440
228	4123_heel_quantitative_ultrasound_index_qui_direct_entry_right_inst_mean__rint measurement	calcaneal bone quantitative ultrasound measurement	EFO:0007772	34662886	UKB	166139.7142857143	EUR	Population Q	Separate File	2439
240	Heel quantitative ultrasound index qui direct entry left (4104) measurement	calcaneal bone quantitative ultrasound measurement	EFO:0007772	34662886	UKB	166065.2857142857	EUR	Population Q	Separate File	2451
241	Heel bone mineral density bmd t score automated left (4106)	heel bone mineral density	EFO:0009270	34662886	UKB	166065.2857142857	EUR	Population Q	Separate File	2452
226	4106_heel_bone_mineral_density_bmd_t_score_automated_left_inst_mean__rint	heel bone mineral density	EFO:0009270	34662886	UKB	166065.2857142857	EUR	Population Q	Separate File	2437
225	4104_heel_quantitative_ultrasound_index_qui_direct_entry_left_inst_mean__rint measurement	calcaneal bone quantitative ultrasound measurement	EFO:0007772	34662886	UKB	166065.2857142857	EUR	Population Q	Separate File	2436
239	Heel bone mineral density bmd right (4124)	heel bone mineral density	EFO:0009270	34662886	UKB	166047.7142857143	EUR	Population Q	Separate File	2450
224	4124_heel_bone_mineral_density_bmd_right_inst_mean__rint	heel bone mineral density	EFO:0009270	34662886	UKB	166047.7142857143	EUR	Population Q	Separate File	2435
230	Heel bone mineral density bmd left (4105)	heel bone mineral density	EFO:0009270	34662886	UKB	165968.42857142858	EUR	Population Q	Separate File	2441
233	4105_heel_bone_mineral_density_bmd_left_inst_mean__rint	heel bone mineral density	EFO:0009270	34662886	UKB	165968.42857142858	EUR	Population Q	Separate File	2444
278	Tag severe obesity (rgc)	morbid obesity	EFO:0001074	34662886	UKB	150526.0	EUR	Population CC	Separate File	2585
149	Age at menopause last menstrual period (3581)	menopause	EFO:0003922	34662886	UKB	140172.0	EUR	Population Q	Separate File	1605
58	20153_forced_expiratory_volume_in_1_second_fev1_predicted_inst_mean__rint	forced expiratory volume	EFO:0004314	34662886	UKB	136810.52272727274	EUR	Population Q	Separate File	635
39	Forced expiratory volume in 1 second fev1 predicted (20153)	forced expiratory volume	EFO:0004314	34662886	UKB	136810.52272727274	EUR	Population Q	Separate File	472
121	Pack years adult smoking as proportion of life span exposed to smoking (20162) measurement	pack-years measurement	EFO:0006526	34662886	UKB	134156.0	EUR	Population Q	Separate File	1373
122	Pack years of smoking (20161) measurement	pack-years measurement	EFO:0006526	34662886	UKB	134156.0	EUR	Population Q	Separate File	1374
179	30500_microalbumin_in_urine_inst_mean__rint measurement	urinary microalbumin measurement	EFO:0010967	34662886	UKB	133420.44444444444	EUR	Population Q	Separate File	2040
172	Microalbumin in urine (30500) measurement	urinary microalbumin measurement	EFO:0010967	34662886	UKB	133420.44444444444	EUR	Population Q	Separate File	1979
250	Dd vascular heart problems - angina (6150)	Prinzmetal's angina	EFO:1000013	34662886	UKB	129643.0	EUR	Population CC	Separate File	2499
171	Urinary albumincreatinine ratio (rgc)	urinary albumin to creatinine ratio	EFO:0007778	34662886	UKB	126384.8947368421	EUR	Population Q	Separate File	1978
176	Corneal hysteresis right (5256)	corneal hysteresis	EFO:0010066	34662886	UKB	105888.0	EUR	Population Q	Separate File	1986
175	5256_corneal_hysteresis_right_inst_mean__rint	corneal hysteresis	EFO:0010066	34662886	UKB	105888.0	EUR	Population Q	Separate File	1985
74	Corneal resistance factor right (5257)	corneal resistance factor	EFO:0010067	34662886	UKB	105888.0	EUR	Population Q	Separate File	1022
73	Corneal resistance factor left (5265)	corneal resistance factor	EFO:0010067	34662886	UKB	105697.0	EUR	Population Q	Separate File	1021
174	5264_corneal_hysteresis_left_inst_mean__rint	corneal hysteresis	EFO:0010066	34662886	UKB	105697.0	EUR	Population Q	Separate File	1984
173	Corneal hysteresis left (5264)	corneal hysteresis	EFO:0010066	34662886	UKB	105697.0	EUR	Population Q	Separate File	1983
197	Age hay fever rhinitis or eczema diagnosed (3761)	seasonal allergic rhinitis	EFO:0003956	34662886	UKB	88575.42857142857	EUR	Population Q	Separate File	2259
308	Type of cancer: malignant melanoma of skin (40006)	skin cancer	MONDO:0002898	34662886	UKB	74230.0	EUR	Population CC	Separate File	2636
312	Type of cancer: malignant neoplasm of cecum (40006)	cecum cancer	MONDO:0002033	34662886	UKB	74230.0	EUR	Population CC	Separate File	2642
313	Type of cancer: malignant neoplasm of colon (40006)	malignant colon neoplasm	MONDO:0021063	34662886	UKB	74230.0	EUR	Population CC	Separate File	2643
322	Type of cancer: chronic lymphocytic leukemia of b-cell type (40006)	chronic lymphocytic leukemia	EFO:0000095	34662886	UKB	74229.8	EUR	Population CC	Separate File	2659
323	Type of cancer: lymphoid leukemia (40006)	leukemia	EFO:0000565	34662886	UKB	74229.77777777778	EUR	Population CC	Separate File	2660
253	Blood pressure medication (6177)	blood pressure	EFO:0004325	34662886	UKB	69473.0	EUR	Population CC	Separate File	2503
108	Cholesterol lowering medication (6177) measurement	total cholesterol change measurement	EFO:0007806	34662886	UKB	69473.0	EUR	Population CC	Separate File	1232
306	Meansphericalequivalent started wearing glasses contacts before 40 (rgc)	progression free survival	EFO:0004920	34662886	UKB	48475.0	EUR	Population Q	Separate File	2634
319	Type of cancer: malignant neoplasm of corpus uteri (40006)	uterine corpus cancer	EFO:0007532	34662886	UKB	41005.0	EUR	Population CC	Separate File	2654
147	Type of cancer: malignant neoplasm of breast of unspecified site (40006)	breast cancer	MONDO:0007254	34662886	UKB	41005.0	EUR	Population CC	Separate File	1603
145	Type of cancer: malignant neoplasm of breast (40006)	breast cancer	MONDO:0007254	34662886	UKB	41005.0	EUR	Population CC	Separate File	1591
317	Type of cancer: malignant neoplasm of endometrium (40006)	cancer	MONDO:0004992	34662886	UKB	41005.0	EUR	Population CC	Separate File	2652
141	Type of cancer: malignant neoplasm of ovary (40006)	cancer	MONDO:0004992	34662886	UKB	41005.0	EUR	Population CC	Separate File	1587
320	Self report - uterine endometrial cancer (20001)	uterine corpus cancer	EFO:0007532	34662886	UKB	39614.0	EUR	Population CC	Separate File	2655
347	Eye problems disorders - macular degeneration (6148)	age-related macular degeneration	EFO:0001365	34662886	UKB	37798.0	EUR	Population CC	Separate File	2823
325	Eye problems disorders - glaucoma (6148)	glaucoma	MONDO:0005041	34662886	UKB	37798.0	EUR	Population CC	Separate File	2663
209	Type of cancer: malignant neoplasm of prostate (40006)	prostate cancer	MONDO:0008315	34662886	UKB	33219.0	EUR	Population CC	Separate File	2395
56	Alkaline phosphatase measurement	alkaline phosphatase measurement	EFO:0004533	36809768	UKB	393351.0	EUR	Population Q	Separate File	262
11	Total Cholesterol measurement	total cholesterol change measurement	EFO:0007806	36809768	UKB	393339.0	EUR	Population Q	Separate File	86
3	Total cholesterol measurement	total cholesterol change measurement	EFO:0007806	36809768	UKB	393339.0	EUR	Population Q	Separate File	23
119	Cystatin C measurement	cystatin C measurement	EFO:0004617	36809768	UKB	393300.0	EUR	Population Q	Separate File	343
59	Alanine aminotransferase measurement	alanine aminotransferase 1 measurement	EFO:0802260	36809768	UKB	393187.0	EUR	Population Q	Separate File	322
118	Creatinine	creatinine	CHEBI:16737	36809768	UKB	393152.0	EUR	Population Q	Separate File	342
0	Gamma glutamyltransferase measurement	protein-glutamine gamma-glutamyltransferase e measurement	EFO:0020690	36809768	UKB	393126.0	EUR	Population Q	Separate File	18
142	UREA	urea	CHEBI:16199	36809768	UKB	393078.0	EUR	Population Q	Separate File	537
1	Triglycerides	triglyceride	CHEBI:17855	36809768	UKB	393027.0	EUR	Population Q	Separate File	20
75	URATE measurement	urate measurement	EFO:0004531	36809768	UKB	392869.0	EUR	Population Q	Separate File	211
19	LDL-cholesterol	LDL cholesterol	EFO:0004195	36809768	UKB	392586.0	EUR	Population Q	Separate File	106
14	C-reactive protein measurement	C-reactive protein measurement	EFO:0004458	36809768	UKB	392480.0	EUR	Population Q	Separate File	96
48	Glycated haemoglobin (HbA1c) measurement	HbA1c measurement	EFO:0004541	36809768	UKB	392479.0	EUR	Population Q	Separate File	156
60	Aspartate aminotransferase measurement	aspartate aminotransferase, cytoplasmic measurement	EFO:0008031	36809768	UKB	391897.0	EUR	Population Q	Separate File	324
4	Total bilirubin measurement	bilirubin measurement	EFO:0004570	36809768	UKB	391694.0	EUR	Population Q	Separate File	41
1	Apolipoprotein B measurement	apolipoprotein B change measurement	EFO:0020874	36809768	UKB	391332.0	EUR	Population Q	Separate File	19
111	IGF-1 measurement	IGF-1 measurement	EFO:0004627	36809768	UKB	391189.0	EUR	Population Q	Separate File	269
144	Vitamin D	vitamin D	CHEBI:27300	36809768	UKB	375550.0	EUR	Population Q	Separate File	652
45	Albumin	serum albumin	PR:000003918	36809768	UKB	360183.0	EUR	Population Q	Separate File	210
2	Calcium	calcium atom	CHEBI:22984	36809768	UKB	360050.0	EUR	Population Q	Separate File	38
15	HDL-cholesterol measurement	HDL cholesterol change measurement	EFO:0007805	36809768	UKB	360010.0	EUR	Population Q	Separate File	99
55	Total protein measurement	total blood protein measurement	EFO:0004536	36809768	UKB	359796.0	EUR	Population Q	Separate File	179
124	Glucose	glucose	CHEBI:17234	36809768	UKB	359757.0	EUR	Population Q	Separate File	363
122	Phosphate	phosphate	CHEBI:26020	36809768	UKB	359484.0	EUR	Population Q	Separate File	362
11	Apolipoprotein A measurement	apolipoprotein A-IV measurement	EFO:0007848	36809768	UKB	358001.0	EUR	Population Q	Separate File	105
112	SHBG measurement	sex hormone-binding globulin measurement	EFO:0004696	36809768	UKB	356748.0	EUR	Population Q	Separate File	270
120	Testosterone	testosterone	CHEBI:17347	36809768	UKB	356020.0	EUR	Population Q	Separate File	345
121	Direct bilirubin measurement	bilirubin measurement	EFO:0004570	36809768	UKB	334190.0	EUR	Population Q	Separate File	354
160	Lipoprotein A	lipoprotein	EFO:0003836	36809768	UKB	314279.0	EUR	Population Q	Separate File	805
52	Cholesteryl Esters in Large VLDL	cholesteryl esters:total lipids ratio	EFO:0020944	36809768	UKB	99283.0	EUR	Population Q	Separate File	253
127	Free Cholesterol in Very Large HDL measurement	HDL cholesterol change measurement	EFO:0007805	36809768	UKB	99143.0	EUR	Population Q	Separate File	391
10	Cholesteryl Esters in Large HDL	cholesteryl esters:total lipids ratio	EFO:0020944	36809768	UKB	99076.0	EUR	Population Q	Separate File	101
79	Acetoacetate	acetoacetate	CHEBI:13705	36809768	UKB	99069.0	EUR	Population Q	Separate File	1187
182	Free Cholesterol in Very Large VLDL measurement	very low density lipoprotein cholesterol measurement	EFO:0008317	36809768	UKB	99067.0	EUR	Population Q	Separate File	1000
192	Isoleucine	isoleucine	CHEBI:24898	36809768	UKB	99063.0	EUR	Population Q	Separate File	1521
18	Free Cholesterol in Large HDL measurement	HDL cholesterol change measurement	EFO:0007805	36809768	UKB	99062.0	EUR	Population Q	Separate File	104
174	Concentration of Very Large VLDL Particles measurement	very low density lipoprotein particle size measurement	EFO:0008594	36809768	UKB	99038.0	EUR	Population Q	Separate File	986
3	Cholesterol in Large HDL measurement	HDL cholesterol change measurement	EFO:0007805	36809768	UKB	99003.0	EUR	Population Q	Separate File	87
63	Free Cholesterol to Cholesterol in Large VLDL percentage	LDL cholesterol	EFO:0004195	36809768	UKB	98991.0	EUR	Population Q	Separate File	193
180	Free Cholesterol in Large VLDL measurement	free cholesterol measurement	EFO:0008591	36809768	UKB	98991.0	EUR	Population Q	Separate File	997
73	Cholesterol in Large VLDL measurement	very low density lipoprotein cholesterol measurement	EFO:0008317	36809768	UKB	98991.0	EUR	Population Q	Separate File	988
64	Free Cholesterol to Cholesteryl Esters in Large VLDL ratio	cholesteryl esters:total lipids ratio	EFO:0020944	36809768	UKB	98991.0	EUR	Population Q	Separate File	194
21	Average Diameter for LDL Particles measurement	LDL peak particle diameter measurement	EFO:0007677	36809768	UKB	98972.0	EUR	Population Q	Separate File	138
169	Phospholipids in Very Large VLDL measurement	very low density lipoprotein cholesterol measurement	EFO:0008317	36809768	UKB	98958.0	EUR	Population Q	Separate File	977
62	Cholesterol in Very Large HDL measurement	HDL cholesterol change measurement	EFO:0007805	36809768	UKB	98937.0	EUR	Population Q	Separate File	399
51	Cholesteryl Esters to Cholesterol in Very Large VLDL percentage measurement	very low density lipoprotein cholesterol measurement	EFO:0008317	36809768	UKB	98925.0	EUR	Population Q	Separate File	245
95	Free Cholesterol to Cholesteryl Esters in Very Large VLDL ratio	cholesteryl esters:total lipids ratio	EFO:0020944	36809768	UKB	98925.0	EUR	Population Q	Separate File	247
71	Cholesterol in Very Large VLDL measurement	very low density lipoprotein cholesterol measurement	EFO:0008317	36809768	UKB	98925.0	EUR	Population Q	Separate File	984
94	Free Cholesterol to Cholesterol in Very Large VLDL percentage measurement	very low density lipoprotein cholesterol measurement	EFO:0008317	36809768	UKB	98925.0	EUR	Population Q	Separate File	246
193	Leucine	leucine	CHEBI:25017	36809768	UKB	98908.0	EUR	Population Q	Separate File	1524
167	Triglycerides in Very Large VLDL measurement	very low density lipoprotein cholesterol measurement	EFO:0008317	36809768	UKB	98899.0	EUR	Population Q	Separate File	932
151	Triglycerides in Very Small VLDL measurement	very low density lipoprotein cholesterol measurement	EFO:0008317	36809768	UKB	98854.0	EUR	Population Q	Separate File	771
81	Acetone	acetone	CHEBI:15347	36809768	UKB	98845.0	EUR	Population Q	Separate File	2155
76	Phospholipids in Small LDL	LDL cholesterol	EFO:0004195	36809768	UKB	98836.0	EUR	Population Q	Separate File	213
66	Phospholipids in Very Small VLDL measurement	very low density lipoprotein cholesterol measurement	EFO:0008317	36809768	UKB	98781.0	EUR	Population Q	Separate File	198
33	Cholesterol to Total Lipids in Large VLDL percentage	free cholesterol:total lipids ratio	EFO:0020945	36809768	UKB	98772.0	EUR	Population Q	Separate File	184
